algorithm_name,run_id,TOTAL_TAGS,BER,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,BER_Percent,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
Ours (Voting),6,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9911111111111112,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8433333333333334,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8455555555555555,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9877777777777778,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8133333333333334,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),6,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8322222222222222,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9877777777777778,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),10,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9888888888888889,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8411111111111111,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9866666666666667,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.82,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9888888888888889,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),13,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9911111111111112,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8366666666666667,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),10,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8255555555555556,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9822222222222222,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8055555555555556,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),12,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8388888888888889,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9877777777777778,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8633333333333333,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9888888888888889,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),17,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9822222222222222,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8355555555555556,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9866666666666667,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8366666666666667,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9822222222222222,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8244444444444444,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),0,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9855555555555555,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),1,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9855555555555555,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8277777777777777,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),18,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8477777777777777,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9888888888888889,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8488888888888889,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9866666666666667,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),0,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8066666666666666,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9755555555555555,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8055555555555556,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9844444444444445,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8088888888888889,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),3,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8188888888888889,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),4,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8055555555555556,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.98,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),6,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9888888888888889,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),8,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8188888888888889,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.99,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7988888888888889,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9833333333333333,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8022222222222222,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),8,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8388888888888889,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.99,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),12,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9888888888888889,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7944444444444444,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),10,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8166666666666667,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9911111111111112,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),14,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),15,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9866666666666667,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8188888888888889,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9777777777777777,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),17,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.99,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7988888888888889,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),13,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8355555555555556,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),14,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8155555555555556,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),15,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8433333333333334,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9788888888888889,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),19,1000,0.049999999999999996,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9822222222222222,5.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8311111111111111,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),0,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9911111111111112,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),1,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9855555555555555,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7977777777777778,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),18,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8277777777777777,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.049999999999999996,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8133333333333334,5.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),0,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7977777777777778,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9844444444444445,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),4,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9833333333333333,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7944444444444444,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),6,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9855555555555555,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7866666666666666,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7933333333333333,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9833333333333333,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8044444444444444,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9844444444444445,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7788888888888889,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9866666666666667,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7966666666666666,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9877777777777778,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7955555555555556,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9866666666666667,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),12,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9855555555555555,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8077777777777778,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),9,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.78,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7944444444444444,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7955555555555556,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9855555555555555,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7955555555555556,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),13,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7877777777777778,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9777777777777777,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),17,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9766666666666667,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8011111111111111,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9777777777777777,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8233333333333334,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.05499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9833333333333333,5.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7855555555555556,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),0,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9888888888888889,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7766666666666666,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),1,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),18,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8133333333333334,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9866666666666667,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.05499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7988888888888889,5.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9833333333333333,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),0,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8088888888888889,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9866666666666667,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7755555555555556,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.98,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
